	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Os04g0356800	1.9777665529741	-0.0410939064715446	0.895408748265317	-0.0458940194086289	0.963394720976885	NA
Os04g0357000	0.988883276487052	-0.0411138587425744	1.24868614895106	-0.0329256945607282	0.973733842604845	NA
Os04g0357200	66160704.7913722	3.43918970464512	2.72920158217418	1.26014499152728	0.207617062439369	0.361521684986491
Os04g0357300	6867092.04288502	4.56838642978918	2.3130119124998	1.97508123719599	NA	NA
Os04g0357500	0.988883276487052	-0.0411138587425744	1.24868614895106	-0.0329256945607282	0.973733842604845	NA
Os04g0358000	76950733.0417852	-0.0864971852167858	0.39690527466587	-0.217929039339682	0.827484400760278	0.977772077780203
Os04g0358150	0.988883276487052	-0.0411138587425744	1.24868614895106	-0.0329256945607282	0.973733842604845	NA
Os04g0359300	46620126.7667904	26.6255939829279	0.851967431191872	31.2518918072721	2.10422367957991e-214	2.91132777284857e-212
Os04g0359700	314045295.568913	0.359430019765259	0.345782843902937	1.03946747533302	0.29858737694348	0.480406517643845
Os04g0360400	0.988883276487052	-0.0411138587425744	1.24868614895106	-0.0329256945607282	0.973733842604845	NA
Os04g0359900	21553770.5721531	1.02185959480259	0.327143139622227	3.12358558392084	0.00178661897846947	0.0056693602841246
Os04g0360500	1188139.7694259	4.40714717931831	2.16831909430848	2.03251781109452	0.0421012625247853	0.0956415667713704
Os04g0360650	2.96664982946116	-0.0410818055082577	0.737477202309702	-0.0557058650485652	0.955576127126884	0.983402201491488
Os04g0361500	5052636.68893077	24.1052300852597	0.99166667229691	24.3077949059505	1.62148394212105e-130	1.16832185092827e-128
Os04g0362375	1038946.77881861	20.4017252860288	1.88646370489459	10.8147987332567	2.92934963343062e-27	6.53476100473103e-26
Os04g0362501	1.9777665529741	-0.0410939064715446	0.895408748265317	-0.0458940194086289	0.963394720976885	NA
Os04g0363700	197814227.914861	0.720971716542032	0.226285726928758	3.18611220569389	0.00144198659711292	0.00465353763988885
Os04g0363976	214777.57221661	-0.040537118862766	2.71792758623333	-0.0149147162963767	NA	NA
Os04g0364800	45344307.2268068	1.27759040103088	2.47216355610086	0.516790403239306	0.605302479967238	0.803046149465869
Os04g0365100	370695047.874364	-0.947149015628209	0.229686666484373	-4.12365693718947	3.72904177789101e-05	0.000152581572573105
Os04g0365550	0.988883276487052	-0.0411138587425744	1.24868614895106	-0.0329256945607282	0.973733842604845	NA
Os04g0366000	2617613.97829516	18.948591819313	1.93116837399202	9.81198329182624	9.99838149959868e-23	1.63359234413355e-21
ENSRNA049475757	0.988883276487052	-0.0411138587425744	1.24868614895106	-0.0329256945607282	0.973733842604845	NA
Os04g0366200	155473.488883276	18.2462565107317	3.19644902390626	5.70828953450154	NA	NA
Os04g0367000	8744514.8153857	4.51557667610314	2.66703300475913	1.6931086597149	0.0904347862517532	0.183557354907162
Os04g0367201	1.9777665529741	-0.0410939064715446	0.895408748265317	-0.0458940194086289	0.963394720976885	NA
Os04g0367400	77540533.162171	-0.082850181570348	0.263993823132216	-0.313833788182439	0.753647280641953	0.925199141815076
Os04g0367800	91827924.3704851	0.198998555246652	0.277999373383883	0.715823754652352	0.474100182587434	0.680639135074608
Os04g0367900	1455604.65554994	-19.513656421311	3.62406246979121	-5.38447021373646	7.26583342769068e-08	3.88791592856742e-07
Os04g0368000	89978700.383313	-1.29713886625838	0.335140595241162	-3.87043194610602	0.000108642683240241	0.000418218859517819
Os04g0368300	145182.883316496	-0.0404611790495624	2.36347021185262	-0.0171193945439433	NA	NA
Os04g0368800	113921048.948587	1.90894714192266	0.474901024082813	4.01967366907547	5.82788086100548e-05	0.000232035832045941
